,0
3930,835544
3931,423331
3932,367042
3933,97053
3934,953152
3935,457639
3936,912980
3937,550602
3938,748350
3939,750026
3940,969189
3941,662021
3942,81210
3943,266412
3944,5926
3945,534419
3946,21253
3947,442382
3948,413118
3949,355562
3950,689165
3951,689756
3952,767960
3953,605713
3954,555730
3955,264230
3956,927826
3957,986177
3958,163642
3959,603429
3960,935557
3961,885566
3962,388287
3963,415139
3964,627849
3965,90677
3966,97587
3967,187265
3968,947102
3969,82369
3970,698185
3971,784102
3972,143349
3973,148086
3974,898948
3975,523975
3976,267931
3977,249013
3978,887373
3979,211981
3980,804817
3981,514237
3982,837572
3983,312972
3984,480798
3985,996867
3986,270312
3987,913373
3988,719465
3989,907041
3990,263604
3991,602163
3992,664263
3993,903016
3994,989098
3995,304003
3996,180889
3997,654500
3998,743631
3999,120576
4000,245710
4001,492693
4002,155937
4003,14447
4004,277652
4005,91565
4006,355707
4007,306523
4008,909351
4009,180838
4010,751351
4011,733225
4012,575043
4013,589607
4014,964200
4015,198974
4016,739315
4017,795913
4018,284347
4019,981426
4020,166308
4021,971720
4022,2537
4023,474732
4024,215234
4025,865939
4026,937538
4027,517259
4028,403428
4029,487745
4030,50433
4031,652232
4032,748314
4033,314284
4034,618862
4035,292141
4036,152396
4037,443919
4038,89854
4039,540439
4040,201041
4041,774001
4042,475730
4043,896216
4044,842562
4045,463387
4046,681685
4047,837167
4048,127070
4049,878529
4050,635719
4051,621641
4052,455714
4053,728421
4054,761456
4055,243900
4056,217278
4057,102907
4058,347385
4059,647671
4060,691747
4061,966205
4062,184569
4063,400441
4064,159644
4065,802101
4066,81706
4067,32457
4068,855652
4069,170457
4070,455387
4071,707686
4072,808885
4073,46905
4074,263490
4075,596692
4076,108448
4077,296252
4078,375703
4079,39119
4080,424105
4081,708682
4082,852876
4083,262153
4084,354989
4085,441231
4086,908690
4087,706196
4088,236723
4089,173226
4090,961234
4091,26757
4092,531711
4093,787749
4094,689375
4095,463678
4096,623344
4097,164382
4098,463725
4099,534106
4100,341278
4101,527122
4102,634080
4103,477579
4104,949617
4105,686700
4106,693180
4107,546939
4108,203434
4109,566651
4110,663493
4111,337559
4112,336729
4113,850354
4114,101488
4115,566720
4116,337289
4117,378003
4118,37736
4119,622251
4120,97946
4121,94037
4122,150254
4123,299547
4124,876242
4125,595355
4126,191866
4127,529220
4128,361856
4129,612082
4130,23069
4131,134851
4132,406125
4133,979985
4134,43073
4135,881700
4136,564244
4137,530315
4138,827733
4139,136628
4140,631370
4141,987785
4142,524399
4143,583516
4144,274572
4145,73368
4146,568584
4147,863015
4148,942653
4149,925406
4150,883396
4151,272256
4152,22219
4153,506803
4154,179214
4155,979723
4156,403690
4157,941574
4158,646377
4159,800252
4160,450900
4161,26473
4162,189640
4163,953154
4164,741880
4165,469961
4166,295376
4167,655515
4168,796217
4169,714184
4170,767206
4171,63986
4172,72968
4173,438767
4174,682561
4175,186074
4176,989773
4177,473499
4178,999031
4179,291336
4180,254520
4181,618481
4182,117021
4183,183578
4184,458166
4185,316503
4186,241032
4187,637014
4188,19294
4189,523333
4190,941306
4191,673350
4192,242456
4193,452729
4194,546539
4195,971691
4196,562869
4197,604354
4198,909494
4199,515673
4200,375139
4201,981565
4202,981448
4203,907397
4204,582503
4205,423964
4206,306774
4207,164146
4208,13077
4209,497896
4210,612599
4211,163716
4212,516486
4213,363620
4214,977700
4215,653805
4216,73504
4217,525226
4218,92688
4219,698383
4220,758799
4221,908416
4222,787080
4223,506077
4224,208190
4225,991601
4226,67311
4227,410154
4228,836130
4229,387204
4230,285789
4231,100025
4232,575440
4233,102558
4234,539897
4235,929992
4236,206887
4237,427277
4238,228822
4239,346595
4240,413988
4241,704470
4242,661835
4243,507170
4244,697770
4245,548154
4246,348147
4247,51582
4248,101547
4249,446882
4250,941289
4251,78956
4252,22707
4253,302172
4254,47737
4255,139253
4256,645885
4257,191033
4258,712483
4259,354359
4260,410947
4261,958596
4262,209826
4263,109206
4264,83297
4265,276643
4266,135759
4267,144622
4268,899056
4269,799529
4270,368389
4271,40161
4272,880360
4273,407383
4274,790133
4275,703472
4276,776958
4277,740645
4278,834636
4279,577883
4280,568406
4281,141000
4282,148487
4283,331889
4284,124976
4285,68395
4286,890963
4287,844426
4288,32721
4289,48099
4290,872214
4291,491496
4292,40644
4293,369955
4294,775866
4295,813492
4296,192367
4297,469314
4298,980536
4299,320831
4300,981556
4301,708616
4302,421744
4303,366374
4304,704616
4305,294060
4306,94953
4307,82409
4308,822442
4309,934579
4310,327088
4311,399635
4312,82697
4313,166067
4314,116023
4315,406076
4316,60561
4317,819604
4318,396159
4319,893272
4320,6786
4321,455950
4322,661893
4323,522300
4324,525026
4325,986242
4326,955160
4327,908376
4328,305598
4329,704982
4330,116269
4331,601540
4332,896153
4333,505721
4334,508949
4335,949463
4336,376651
4337,766350
4338,427851
4339,147142
4340,234889
4341,961396
4342,284812
4343,260652
4344,15535
4345,353475
4346,994908
4347,415869
4348,188341
4349,181556
4350,60128
4351,249306
4352,87339
4353,826486
4354,256064
4355,519314
4356,325309
4357,773255
4358,787188
4359,53903
4360,500680
4361,972499
4362,585485
4363,463942
4364,793453
4365,935045
4366,469713
4367,922543
4368,172669
4369,121073
4370,597581
4371,921145
4372,60334
4373,606494
4374,651205
4375,566883
4376,312887
4377,700960
4378,334655
4379,591584
4380,726908
4381,167081
4382,327711
4383,684148
4384,543241
4385,570254
4386,92233
4387,34918
4388,118578
4389,54757
4390,941481
4391,164371
4392,627610
4393,387936
4394,60284
4395,986352
4396,917891
4397,803636
4398,425051
4399,813016
4400,344180
4401,363404
4402,403191
4403,419159
4404,980692
4405,103261
4406,442258
4407,101191
4408,651981
4409,561675
4410,246966
4411,438583
4412,828599
4413,965653
4414,773387
4415,119666
4416,214772
4417,628261
4418,95608
4419,737280
4420,43579
4421,335159
4422,191949
4423,143437
4424,573128
4425,870034
4426,31584
4427,471926
4428,870641
4429,96978
4430,146111
4431,264101
4432,833115
4433,54747
4434,921456
4435,437596
4436,576769
4437,579091
4438,96475
4439,237987
4440,634145
4441,578060
4442,131605
4443,463513
4444,251748
4445,138940
4446,77477
4447,810163
4448,360125
4449,951984
4450,971399
4451,206593
4452,936794
4453,409120
4454,438429
4455,674653
4456,513829
4457,835967
4458,687235
4459,271108
4460,459417
4461,100178
4462,411481
4463,581805
4464,214147
4465,667032
4466,195770
4467,491920
4468,946972
4469,613764
4470,183566
4471,509890
4472,461243
4473,535045
4474,230670
4475,839323
4476,216076
4477,457939
4478,422845
4479,171068
4480,977317
4481,554983
4482,390924
4483,638218
4484,937129
4485,686767
4486,330776
4487,22642
4488,467636
4489,929419
4490,839866
4491,372118
4492,722109
4493,192342
4494,299167
4495,585022
4496,219427
4497,218998
4498,221093
4499,425506
4500,695445
4501,450729
4502,113744
4503,905389
4504,432131
4505,731935
4506,766581
4507,48303
4508,945246
4509,209256
4510,71069
4511,618488
4512,597458
4513,698845
4514,960472
4515,914018
4516,979444
4517,798491
4518,638338
4519,270011
4520,631356
4521,442573
4522,360620
4523,922695
4524,617696
4525,394816
4526,754563
4527,357458
4528,638438
4529,164566
4530,7854
4531,73801
4532,579981
4533,82819
4534,737761
4535,905800
4536,472241
4537,183885
4538,48734
4539,358093
4540,177244
4541,384669
4542,186170
4543,344361
4544,742174
4545,841290
4546,330430
4547,455415
4548,446561
4549,779890
4550,805937
4551,63463
4552,534756
4553,259476
4554,180168
4555,845426
4556,823884
4557,853948
4558,651058
4559,194262
4560,930067
4561,577254
4562,510411
4563,256188
4564,717889
4565,42997
4566,393470
4567,638507
4568,919257
4569,878687
4570,843145
4571,539882
4572,367281
4573,643998
4574,920636
4575,718065
4576,958230
4577,926859
4578,747359
4579,959223
4580,13351
4581,890200
4582,80344
4583,224979
4584,100429
4585,399491
4586,809591
4587,348594
4588,54595
4589,303508
4590,171239
4591,705298
4592,882734
4593,437659
4594,215561
4595,216634
4596,385938
4597,839492
4598,720651
4599,291891
4600,529881
4601,708090
4602,739180
4603,471759
4604,516469
4605,317137
4606,371676
4607,602650
4608,432003
4609,733946
4610,838502
4611,771170
4612,961524
4613,742331
4614,991274
4615,877102
4616,467094
4617,185814
4618,735760
4619,440655
4620,851780
4621,931116
4622,765577
4623,352580
4624,275681
4625,84437
4626,242503
4627,923290
4628,798905
4629,186928
4630,831924
4631,575261
4632,630455
4633,737955
4634,912415
4635,223224
4636,460205
4637,185183
4638,768208
4639,504663
4640,5859
4641,113854
4642,1185
4643,549617
4644,35201
4645,136186
4646,485585
4647,704521
4648,241512
4649,986179
4650,127230
4651,918635
4652,997
4653,698492
4654,475410
4655,624561
4656,403926
4657,706437
4658,97929
4659,22730
4660,818255
4661,118198
4662,343846
4663,390037
4664,633918
4665,129759
4666,687091
4667,466938
4668,353243
4669,595608
4670,57634
4671,765093
4672,316111
4673,85453
4674,645464
4675,589252
4676,536953
4677,364897
4678,328669
4679,86822
4680,776068
4681,682916
4682,900448
4683,231913
4684,687909
4685,60046
4686,443410
4687,507420
4688,226946
4689,73579
4690,691309
4691,189353
4692,588081
4693,679515
4694,499891
4695,355872
4696,236092
4697,671550
4698,479276
4699,245939
4700,442121
4701,415113
4702,118663
4703,582001
4704,400191
4705,541564
4706,88506
4707,711639
4708,639677
4709,898311
4710,410335
4711,980684
4712,403571
4713,968003
4714,183181
4715,947569
4716,89314
4717,825889
4718,481797
4719,632737
4720,663928
4721,65537
4722,939128
4723,10034
4724,665944
4725,249914
4726,136439
4727,206788
4728,666137
4729,292781
4730,744707
4731,168193
4732,832243
4733,651090
4734,71041
4735,636687
4736,543088
4737,257164
4738,356941
4739,534537
4740,426476
4741,460232
4742,926255
4743,846440
4744,537900
4745,313157
4746,639557
4747,245133
4748,865427
4749,55659
4750,512994
4751,291234
4752,230429
4753,711843
4754,353966
4755,279068
4756,968791
4757,795730
4758,787959
4759,953082
4760,584351
4761,318558
4762,934834
4763,960797
4764,429910
4765,24291
4766,122914
4767,691376
4768,811814
4769,561544
4770,216153
4771,239122
4772,535754
4773,247009
4774,555290
4775,278197
4776,931456
4777,580714
4778,708063
4779,349876
4780,444400
4781,744533
4782,552799
4783,89033
4784,522522
4785,120288
4786,506462
4787,730251
4788,620362
4789,62211
4790,965252
4791,275279
4792,866876
4793,368507
4794,709078
4795,636426
4796,860533
4797,853407
4798,576237
4799,67749
4800,247106
4801,877146
4802,598964
4803,200309
4804,729104
4805,555960
4806,632901
4807,294066
4808,939507
4809,778659
4810,522324
4811,475120
4812,104772
4813,269730
4814,285873
4815,501146
4816,919345
4817,133657
4818,477488
4819,167622
4820,196418
4821,268139
4822,102041
4823,716086
4824,687912
4825,16869
4826,70784
4827,909751
4828,778572
4829,489886
4830,363297
4831,444344
4832,57539
4833,208331
4834,157875
4835,933505
4836,786088
4837,508643
4838,649759
4839,620120
4840,428899
4841,141336
4842,41936
4843,620896
4844,165953
4845,374118
4846,889288
4847,24554
4848,468441
4849,321040
4850,310387
4851,910456
4852,487915
4853,811373
4854,983346
4855,270222
4856,666401
4857,772271
4858,118557
4859,351725
4860,355683
4861,464590
4862,645996
4863,203092
4864,944323
4865,553328
4866,614983
4867,287551
4868,885228
4869,883173
4870,633225
4871,632481
4872,387861
4873,208153
4874,985514
4875,686222
4876,922684
4877,449159
4878,779988
4879,257651
4880,42555
4881,462120
4882,460470
4883,997833
4884,575479
4885,708333
4886,88737
4887,907137
4888,474657
4889,209300
4890,607731
4891,812499
4892,779295
4893,592161
4894,673227
4895,181494
4896,864881
4897,251643
4898,399707
4899,92261
4900,959224
4901,227491
4902,362420
4903,604579
4904,759193
4905,855307
4906,293910
4907,811685
4908,292658
4909,780895
4910,346363
4911,465530
4912,557930
4913,894899
4914,645474
4915,503159
4916,257703
4917,162915
4918,968039
4919,211441
4920,740081
4921,602967
4922,844904
4923,930723
4924,570799
4925,748337
4926,393355
4927,783752
4928,377510
4929,339700
4930,861401
4931,182951
4932,538476
4933,435458
4934,503834
4935,899259
4936,992618
4937,568101
4938,849723
4939,991378
4940,597180
4941,33828
4942,748982
4943,260731
4944,69639
4945,68018
4946,271777
4947,981060
4948,634835
4949,572336
4950,75954
4951,329049
4952,386087
4953,831586
4954,709766
4955,715226
4956,735379
4957,805494
4958,258629
4959,120953
4960,923097
4961,335248
4962,999765
4963,432513
4964,875788
4965,130215
4966,886988
4967,531802
4968,426106
4969,71308
4970,990660
4971,556985
4972,494251
4973,73763
4974,989261
4975,308787
4976,979262
4977,154550
4978,450530
4979,428411
4980,219641
4981,723864
4982,765643
4983,712002
4984,394209
4985,927333
4986,646561
4987,964618
4988,121556
4989,248273
4990,891939
4991,80940
4992,450097
4993,728460
4994,979515
4995,885860
4996,222195
4997,458549
4998,822713
4999,738477
5000,45427
5001,773410
5002,263303
5003,265764
5004,91068
5005,675028
5006,816193
5007,317938
5008,260137
5009,57264
5010,776325
5011,630412
5012,903247
5013,119071
5014,934001
5015,567638
5016,773617
5017,599925
5018,637315
5019,579315
5020,619385
5021,164105
5022,312225
5023,607746
5024,898957
5025,451756
5026,730510
5027,396447
5028,663178
5029,160026
5030,743504
5031,655173
5032,30009
5033,288628
5034,660314
5035,47828
5036,293711
5037,456673
5038,731735
5039,319576
5040,34310
5041,464830
5042,371199
5043,887619
5044,823691
5045,509625
5046,737386
5047,941107
5048,411427
5049,910939
5050,643786
5051,816964
5052,504778
5053,541237
5054,81802
5055,421536
5056,982336
5057,915728
5058,905354
5059,517521
5060,605725
5061,250279
5062,489975
5063,525260
5064,25561
5065,195923
5066,208802
5067,445042
5068,993347
5069,380470
5070,767292
5071,221248
5072,887191
5073,65384
5074,145279
5075,515729
5076,199431
5077,754658
5078,744078
5079,536970
5080,578056
5081,499622
5082,201000
5083,32185
5084,752177
5085,10039
5086,341657
5087,863054
5088,778490
5089,690652
5090,969161
5091,945287
5092,376389
5093,509830
5094,918521
5095,336076
5096,763518
5097,847593
5098,576613
5099,115784
5100,52843
5101,436986
5102,168443
5103,168017
5104,406473
5105,724460
5106,840458
5107,644585
5108,150168
5109,967657
5110,818427
5111,377779
5112,12844
5113,283632
5114,674038
5115,91523
5116,373234
5117,78531
5118,146438
5119,314142
5120,329122
5121,194901
5122,323350
5123,193963
5124,707296
5125,841642
5126,251413
5127,518123
5128,511270
5129,278619
5130,326922
5131,621456
5132,365454
5133,707389
5134,960218
5135,302368
5136,934625
5137,942711
5138,771914
5139,182357
5140,909631
5141,618160
5142,994536
5143,561215
5144,890897
5145,774291
5146,971945
5147,331120
5148,601968
5149,99642
5150,373059
5151,798936
5152,503497
5153,217421
5154,489571
5155,3598
5156,202440
5157,346317
5158,108774
5159,950561
5160,113337
5161,698996
5162,928446
5163,606349
5164,635551
5165,349478
5166,440684
5167,67909
5168,746453
5169,249675
5170,667702
5171,436054
5172,468095
5173,795477
5174,796003
5175,294178
5176,972422
5177,894919
5178,653610
5179,280957
5180,387205
5181,178237
5182,153758
5183,3431
5184,212249
5185,552332
5186,777767
5187,684428
5188,677038
5189,781486
5190,700706
5191,661805
5192,421760
5193,530253
5194,661055
5195,335935
5196,799441
5197,250928
5198,322390
5199,54816
5200,570948
5201,26848
5202,663163
5203,284390
5204,991384
5205,918413
5206,427897
5207,875894
5208,460966
5209,626731
5210,967115
5211,721951
5212,993836
5213,780280
5214,475122
5215,17804
5216,952476
5217,811913
5218,385609
5219,938585
5220,292383
5221,296587
5222,881092
5223,567265
5224,73805
5225,251880
5226,101960
5227,19985
5228,70014
5229,502607
5230,155200
5231,342001
5232,473279
5233,467734
5234,517928
5235,93122
5236,496603
5237,535507
5238,599414
5239,837809
5240,881607
5241,933568
5242,834151
5243,544053
5244,786514
5245,738860
5246,885359
5247,115265
5248,412394
5249,827832
5250,526207
5251,794901
5252,452339
5253,703777
5254,837042
5255,719683
5256,664235
5257,530222
5258,687245
5259,239288
5260,310035
5261,575081
5262,72201
5263,891546
5264,170431
5265,579394
5266,670327
5267,551375
5268,934798
5269,195166
5270,58734
5271,293500
5272,95903
5273,593825
5274,499998
5275,679050
5276,65705
5277,412148
5278,2907
5279,992541
5280,541758
5281,730864
5282,955072
5283,121661
5284,199887
5285,975032
5286,332985
5287,315333
5288,604024
5289,824026
5290,412522
5291,103331
5292,954091
5293,76404
5294,427372
5295,186700
5296,172941
5297,249766
5298,27275
5299,386134
5300,982103
5301,343355
5302,708793
5303,569136
5304,385393
5305,830698
5306,80712
5307,664114
5308,383765
5309,867145
5310,720379
5311,879263
5312,718792
5313,923657
5314,646477
5315,332904
5316,765064
5317,168183
5318,61921
5319,921081
5320,543748
5321,18409
5322,925177
5323,900095
5324,629242
5325,226724
5326,484056
5327,867305
5328,170140
5329,655266
5330,905582
5331,963650
5332,898756
5333,446351
5334,587843
5335,738107
5336,208365
5337,294401
5338,114599
5339,595061
5340,650004
5341,612465
5342,802057
5343,650414
5344,192048
5345,258742
5346,363494
5347,291840
5348,417463
5349,172933
5350,552327
5351,766933
5352,647128
5353,997959
5354,954689
5355,647971
5356,520553
5357,993366
5358,40234
5359,751516
5360,631433
5361,243555
5362,403903
5363,314042
5364,729884
5365,810532
5366,559289
5367,517477
5368,601109
5369,436010
5370,512962
5371,916902
5372,355283
5373,539721
5374,276595
5375,217658
5376,896375
5377,512534
5378,410688
5379,895881
5380,794892
5381,914476
5382,832289
5383,201506
5384,559914
5385,760657
5386,345311
5387,54339
5388,723007
5389,719286
5390,182174
5391,216055
5392,312781
5393,46819
5394,976477
5395,584570
5396,727391
5397,38379
5398,241791
5399,653000
5400,523850
5401,606306
5402,580165
5403,69621
5404,358450
5405,24634
5406,18253
5407,306868
5408,799856
5409,260941
5410,45871
5411,727850
5412,542036
5413,970034
5414,880623
5415,899957
5416,415341
5417,824073
5418,352938
5419,400156
5420,355814
5421,881347
5422,155888
5423,775801
5424,127352
5425,141977
5426,212777
5427,8562
5428,356252
5429,517856
5430,958144
5431,857061
5432,610793
5433,786009
5434,219859
5435,349733
5436,311290
5437,832953
5438,930429
5439,805248
5440,910313
5441,897397
5442,741931
5443,394186
5444,289869
5445,606186
5446,331340
5447,284063
5448,933278
5449,369659
5450,558926
5451,734087
5452,126750
5453,336151
5454,44025
5455,915731
5456,637399
5457,792464
5458,591998
5459,40637
5460,570243
5461,444509
5462,761155
5463,454678
5464,856653
5465,704579
5466,283754
5467,855478
5468,777143
5469,787715
5470,24027
5471,153712
5472,567353
5473,338566
5474,515657
5475,813496
5476,695376
5477,746996
5478,487156
5479,743597
5480,959081
5481,906268
5482,393670
5483,626595
5484,51671
5485,573921
5486,68224
5487,529083
5488,681181
5489,88546
5490,588066
5491,549434
5492,499882
5493,195692
5494,377772
5495,907711
5496,863224
5497,577705
5498,459795
5499,494061
5500,77564
5501,612857
5502,796209
5503,517528
5504,511690
5505,443622
5506,605098
5507,863078
5508,977091
5509,628536
5510,775261
5511,254737
5512,123286
5513,388976
5514,993513
5515,966793
5516,871550
5517,715537
5518,372202
5519,595224
5520,586945
5521,837031
5522,546522
5523,969917
5524,936028
5525,742586
5526,622111
5527,827603
5528,560664
5529,792480
5530,447292
5531,285407
5532,658961
5533,435789
5534,244719
5535,899450
5536,51520
5537,270537
5538,220895
5539,983032
5540,778527
5541,796642
5542,402264
5543,935497
5544,709405
5545,978784
5546,385082
5547,533920
5548,244867
5549,917579
5550,164280
5551,202729
5552,919862
5553,721466
5554,207981
5555,334023
5556,779645
5557,254304
5558,513857
5559,915290
5560,15726
5561,958515
5562,998938
5563,889968
5564,922490
5565,3185
5566,343724
5567,418988
5568,122276
5569,170290
5570,855110
5571,317895
5572,74998
5573,809082
5574,768405
5575,930966
5576,441753
5577,135099
5578,615096
5579,923546
5580,688657
5581,422044
5582,109786
5583,106710
5584,374944
5585,593609
5586,460424
5587,682280
5588,252124
5589,486402
5590,743316
5591,792289
5592,885340
5593,566735
5594,360129
5595,669007
5596,452877
5597,760466
5598,706581
5599,303536
5600,811853
5601,941994
5602,24884
5603,762972
5604,836069
5605,215929
5606,252975
5607,314650
5608,879057
5609,5771
5610,944423
5611,22988
5612,393444
5613,216095
5614,210709
5615,803793
5616,166901
5617,218173
5618,543020
5619,755558
5620,901469
5621,978219
5622,768690
5623,617240
5624,480954
5625,885511
5626,848355
5627,730302
5628,69453
5629,228872
5630,496448
5631,917100
5632,880056
5633,57051
5634,344894
5635,164845
5636,891595
5637,877879
5638,229531
5639,954250
5640,837390
5641,65035
5642,318052
5643,594273
5644,126914
5645,439688
5646,765200
5647,799144
5648,635189
5649,61690
5650,675329
5651,958312
5652,299447
5653,873571
5654,906973
5655,686390
5656,853129
5657,506074
5658,686649
5659,137969
5660,463097
5661,9015
5662,4922
5663,576015
5664,552960
5665,882591
5666,921855
5667,91987
5668,53285
5669,457874
5670,151089
5671,667669
5672,320634
5673,278945
5674,73326
5675,13370
5676,458302
5677,324640
5678,999133
5679,461101
5680,456890
5681,471991
5682,211206
5683,82074
5684,969629
5685,689559
5686,563712
5687,218301
5688,624521
5689,217086
5690,27588
5691,297093
5692,842475
5693,813335
5694,596330
5695,176558
5696,63407
5697,585992
5698,248820
5699,141117
5700,458619
5701,965821
5702,708087
5703,837995
5704,427557
5705,684771
5706,549281
5707,231217
5708,427954
5709,110194
5710,559820
5711,858697
5712,16135
5713,121543
5714,280502
5715,545425
5716,281869
5717,672529
5718,28904
5719,462417
5720,844585
5721,648907
5722,311277
5723,853204
5724,227734
5725,836171
5726,310334
5727,759583
5728,618908
5729,318550
5730,917209
5731,38514
5732,290306
5733,685928
5734,395873
5735,277541
5736,563432
5737,779206
5738,707036
5739,612146
5740,614980
5741,306284
5742,269865
5743,921778
5744,640208
5745,956725
5746,798118
5747,538628
5748,884506
5749,274588
5750,266613
5751,807595
5752,198615
5753,859483
5754,960524
5755,428056
5756,948081
5757,350783
5758,883020
5759,164240
5760,707371
5761,524066
5762,127442
5763,873183
5764,872718
5765,809912
5766,149593
5767,980828
5768,989512
5769,341292
5770,814695
5771,44954
5772,207054
5773,472758
5774,764546
5775,947461
5776,249303
5777,406590
5778,39349
5779,437154
5780,184836
5781,443603
5782,881794
5783,351226
5784,318931
5785,900721
5786,511037
5787,325561
5788,773640
5789,269162
5790,62376
5791,379980
5792,3420
5793,515318
5794,241558
5795,512535
5796,722293
5797,985542
5798,22863
5799,873016
5800,627679
5801,117836
5802,296692
5803,74378
5804,602227
5805,254947
5806,151366
5807,737967
5808,376026
5809,9255
5810,298982
5811,109491
5812,603637
5813,259930
5814,239479
5815,115580
5816,356403
5817,593997
5818,963479
5819,324829
5820,646918
5821,521145
5822,875086
5823,189013
5824,84090
5825,329157
5826,995397
5827,60394
5828,562137
5829,210803
5830,815541
5831,666592
5832,340139
5833,377932
5834,980367
5835,961722
5836,305657
5837,327905
5838,980639
5839,393342
5840,857971
5841,114694
5842,491616
5843,661440
5844,578571
5845,293655
5846,697470
5847,175462
5848,862100
5849,970624
5850,409635
5851,791031
5852,765301
5853,907824
5854,890037
5855,805441
5856,640058
5857,50375
5858,317799
5859,688110
5860,847060
5861,412497
5862,337370
5863,754105
5864,814930
5865,62496
5866,298733
5867,218031
5868,381376
5869,510218
5870,891161
5871,553848
5872,782795
5873,760225
5874,476226
5875,932224
5876,874275
5877,413002
5878,188723
5879,83367
5880,440067
5881,895697
5882,828447
5883,627309
5884,789257
5885,742556
5886,472935
5887,650952
5888,254714
5889,839490
5890,880313
5891,28601
5892,35987
5893,696196
5894,224277
5895,722399
5896,219601
5897,576829
5898,213174
5899,305547
5900,773201
5901,778955
5902,488400
5903,87580
5904,903868
5905,18618
5906,484042
5907,101363
5908,931924
5909,347945
5910,589933
5911,513742
5912,318375
5913,644404
5914,620282
5915,682977
5916,286193
5917,870545
5918,547710
5919,163633
5920,321869
5921,878926
5922,578456
5923,342030
5924,607057
5925,138545
5926,151253
5927,282359
5928,485078
5929,255236
5930,675713
5931,267214
5932,316599
5933,497398
5934,832920
5935,849367
5936,926744
5937,189310
5938,36956
5939,320209
5940,899630
5941,156331
5942,494892
5943,151281
5944,307129
5945,358384
5946,683088
5947,524909
5948,218078
5949,543392
5950,83152
5951,785671
5952,974060
5953,326293
5954,228712
5955,258563
5956,580813
5957,612192
5958,224887
5959,834728
5960,180705
5961,215595
5962,553459
5963,318335
5964,800487
5965,707054
5966,887501
5967,605357
5968,912704
5969,728763
5970,594054
5971,551862
5972,435328
5973,109759
5974,38909
5975,934779
5976,558226
5977,466389
5978,463066
5979,248169
5980,38250
5981,622656
5982,448576
5983,83191
5984,925608
5985,439652
5986,839517
5987,58792
5988,373946
5989,533318
5990,760231
5991,559614
5992,48017
5993,863553
5994,437646
5995,980409
5996,116686
5997,456328
5998,994644
5999,784309
6000,721964
6001,887543
6002,405152
6003,589038
6004,625614
6005,213460
6006,54419
6007,145122
6008,498587
6009,679350
6010,890809
6011,646041
6012,458738
6013,667183
6014,1529
6015,594131
6016,595298
6017,597728
6018,309857
6019,24901
6020,692160
6021,371002
6022,610072
6023,483028
6024,289483
6025,892203
6026,159936
6027,893614
6028,969786
6029,599883
6030,807385
6031,603746
6032,551408
6033,742430
6034,112817
6035,751306
6036,196847
6037,720725
6038,831406
6039,788836
6040,815169
6041,390476
6042,418957
6043,445192
6044,866119
6045,959409
6046,725097
6047,682266
6048,176458
6049,190113
6050,811128
6051,947501
6052,650361
6053,967839
6054,730127
6055,728142
6056,223413
6057,311918
6058,34028
6059,468825
6060,339796
6061,517242
6062,376443
6063,64317
6064,173644
6065,708246
6066,237840
6067,714737
6068,640923
6069,532716
6070,440114
6071,522088
6072,480350
6073,833458
6074,750678
6075,749203
6076,392106
6077,947054
6078,467069
6079,477701
6080,870357
6081,655321
6082,633940
6083,685216
6084,359851
6085,4133
6086,463904
6087,652298
6088,202027
6089,159213
6090,769376
6091,185726
6092,172325
6093,770756
6094,323644
6095,349749
6096,450753
6097,113391
6098,761261
6099,901339
6100,812659
6101,728090
6102,415909
6103,718339
6104,484116
6105,522260
6106,621241
6107,144076
6108,453552
6109,275167
6110,574448
6111,836882
6112,165543
6113,333030
6114,712889
6115,214059
6116,10243
6117,589440
6118,843908
6119,497988
6120,127789
6121,131040
6122,36985
6123,150819
6124,791230
6125,38513
6126,153960
6127,757085
6128,243964
6129,952334
6130,134976
6131,821425
6132,640476
6133,652678
6134,193896
6135,461964
6136,347575
6137,547087
6138,98601
6139,755158
6140,491477
6141,177549
6142,900451
6143,361980
6144,773037
6145,673683
6146,89535
6147,819347
6148,591045
6149,794181
6150,666918
6151,272873
6152,774236
6153,251812
6154,743392
6155,194833
6156,965778
6157,524677
6158,432793
6159,30430
6160,467524
6161,637053
6162,166979
6163,342086
6164,746917
6165,339749
6166,308071
6167,784407
6168,904093
6169,818280
6170,339309
6171,513046
6172,307846
6173,353419
6174,69353
6175,258828
6176,508928
6177,641407
6178,694574
6179,16455
6180,839147
6181,416391
6182,109085
6183,319471
6184,551622
6185,164281
6186,277115
6187,943780
6188,343817
6189,368635
6190,564168
6191,733614
6192,505000
6193,882334
6194,510952
6195,938048
6196,306393
6197,560352
6198,679593
6199,742376
6200,494161
6201,118112
6202,37965
6203,430401
6204,820723
6205,382481
6206,707401
6207,992577
6208,736327
6209,173361
6210,98981
6211,108678
6212,631676
6213,521003
6214,166148
6215,23333
6216,154736
6217,804474
6218,295175
6219,974632
6220,772620
6221,393801
6222,322822
6223,383925
6224,547810
6225,910045
6226,767173
6227,888082
6228,207579
6229,491852
6230,718437
6231,805632
6232,25258
6233,880575
6234,632395
6235,546878
6236,862976
6237,661953
6238,707645
6239,417071
6240,200170
6241,71879
6242,396182
6243,941536
6244,321281
6245,896262
6246,383985
6247,87678
6248,632540
6249,599208
6250,885394
6251,534482
6252,39806
6253,171038
6254,517331
6255,462059
6256,662565
6257,279054
6258,153967
6259,950764
6260,432848
6261,641577
6262,129189
